,label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
49,0,0.0,0.024408848207475208,0.0,0.0,0.0015996611555187817,0.00129366106080207,0.01749095295536791,0.010968921389396709,0.013127550115309562,0.0,0.24324324324324326,0.0,0.0,33,196,57,482,1,4,593,2,1,125,93,736,181,13,740,465,8,183,123,1,186,2,0,257,19,356
50,0,0.0,0.002669717772692601,0.0009459619250325174,0.10344827586206896,0.0014834296183567027,0.0066839154808106946,0.00180940892641737,0.012797074954296161,0.006031577080007096,0.0,0.02702702702702703,0.0,0.011688311688311689,0,131,95,726,6,3,863,34,1,194,526,1025,179,13,527,499,6,392,178,2,618,2,7,726,1,325
51,1,0.010526315789473684,0.004068141367912535,0.0,0.034482758620689655,0.00011426151110848442,0.0066839154808106946,0.0006031363088057901,0.005484460694698354,0.0005321979776476849,0.25,0.02702702702702703,0.0,0.003896103896103896,26,51,89,102,1,5,123,2,1,194,427,1159,666,2,167,605,7,66,123,1,268,3,1,466,19,356
52,0,0.0,0.0010170353419781336,0.00023649048125812936,0.034482758620689655,0.0027373512014696394,0.0,0.0,0.005484460694698354,0.0023061912364733014,0.0,0.0,0.0,0.003896103896103896,76,70,906,837,7,4,469,2,1,194,744,236,469,3,617,843,6,499,22,0,175,2,3,162,30,146
53,0,0.0,0.0005085176709890668,0.002601395293839423,0.034482758620689655,0.0046167560565988485,0.05217766278568348,0.00361881785283474,0.010968921389396709,0.03246407663650878,0.0,0.02702702702702703,0.04081632653061224,0.003896103896103896,0,37,991,791,1,0,134,11,1,371,486,941,140,13,515,795,6,285,34,3,1040,2,1,684,27,357
54,0,0.0,0.007246376811594202,0.0018919238500650349,0.08045977011494253,0.001670582093448186,0.015523932729624839,0.0012062726176115801,0.012797074954296161,0.016852935958843355,0.0,0.05405405405405406,0.0,0.00909090909090909,27,132,5,75,1,3,805,17,1,898,634,1186,457,3,179,737,8,190,98,2,793,2,2,717,29,374
55,0,0.06315789473684211,0.0002542588354945334,0.003310866737613811,0.0,3.0535403830715665e-05,0.0,0.00361881785283474,0.0,0.0,0.25,0.02702702702702703,0.0,0.0,43,37,994,106,1,3,892,27,1,843,878,308,389,2,48,668,8,285,83,0,1156,2,10,66,27,363
56,0,0.0,0.002669717772692601,0.001064207165661582,0.034482758620689655,0.014197977768255985,0.29172056921086675,0.00180940892641737,0.0018281535648994515,0.06421855596948732,0.0,0.02702702702702703,0.0,0.003896103896103896,56,12,407,344,1,3,136,9,1,371,252,522,723,2,185,285,6,188,22,2,292,2,1,174,20,149
57,0,0.0,0.0025425883549453337,0.001418942887548776,0.09195402298850575,0.00883064178523761,0.00948684777921518,0.0012062726176115801,0.021937842778793418,0.010111761575306013,0.0,0.05405405405405406,0.0,0.01038961038961039,0,213,504,820,18,4,694,2,1,669,170,1198,16,13,642,54,0,33,74,3,741,2,0,94,14,91
58,0,0.0,0.0003813882532418001,0.00023649048125812936,0.0,0.17501120452317984,0.0,0.0,0.005484460694698354,0.0003547986517651233,0.0,0.0,0.0,0.0012987012987012987,40,31,572,337,1,3,591,21,0,214,149,459,397,2,38,47,8,521,22,3,870,2,1,505,0,391
59,0,0.0,0.0002542588354945334,0.0023649048125812936,0.0,0.004345877474229597,0.18434670116429497,0.0,0.007312614259597806,0.09260244811069718,0.0,0.0,0.0,0.006493506493506494,0,91,453,635,1,3,427,2,1,599,405,695,17,2,53,18,7,404,84,3,412,2,10,100,17,418
60,0,0.0,0.007373506229341469,0.00023649048125812936,0.0,0.0,0.0,0.0,0.0,0.00017739932588256165,0.0,0.0,0.0,0.0,26,125,20,819,1,5,813,17,0,194,576,679,12,13,79,244,2,0,123,1,1094,2,8,162,19,356
61,0,0.0,0.009916094584286803,0.0005912262031453234,0.0,0.04550760183803431,0.0,0.0,0.012797074954296161,0.0,0.0,0.0,0.0,0.0,33,37,618,934,1,3,947,2,0,840,324,1183,658,2,48,665,4,285,22,0,105,2,10,316,28,31
62,0,0.4105263157894737,0.001271294177472667,0.004966300106420717,0.367816091954023,2.6595351723526543e-05,0.0071151358344113845,0.023522316043425813,0.043875685557586835,0.005676778428241973,0.25,0.02702702702702703,0.0,0.04155844155844156,0,113,701,656,11,3,1160,3,1,194,812,124,687,3,691,309,8,458,22,0,1122,2,0,321,28,98
63,1,0.0,0.0002542588354945334,0.006503488234598558,0.05747126436781609,0.014260033588944215,0.0,0.0,0.009140767824497258,0.00017739932588256165,0.0,0.0,0.0,0.006493506493506494,0,12,235,832,1,3,785,2,0,598,579,677,21,8,469,528,8,188,64,0,934,2,1,174,27,456
64,0,0.010526315789473684,0.0003813882532418001,0.0005912262031453234,0.09195402298850575,6.895091187580956e-06,0.0017248814144027599,0.0006031363088057901,0.014625228519195612,0.0014191946070604932,0.25,0.02702702702702703,0.0,0.01038961038961039,0,144,839,677,1,0,339,18,1,897,231,764,380,2,593,743,7,164,123,1,784,2,1,479,19,356
65,1,0.0,0.0003813882532418001,0.0008277166844034528,0.034482758620689655,0.009935826401304158,0.014445881845623114,0.00361881785283474,0.005484460694698354,0.010111761575306013,0.0,0.08108108108108109,0.0,0.003896103896103896,0,213,1272,458,1,0,198,20,1,793,207,673,47,2,90,405,8,33,150,0,660,2,1,66,27,406
66,0,0.07368421052631578,0.0003813882532418001,0.004729809625162587,0.0,0.0013967484719985422,0.004959034066407935,0.08866103739445114,0.0,0.0012417952811779316,0.0,0.10810810810810811,0.0,0.0,33,126,954,555,1,3,114,29,1,194,122,231,83,13,539,1001,8,2,22,0,668,2,0,66,27,410
67,0,0.0,0.0002542588354945334,0.0011824524062906468,0.022988505747126436,0.0034918711799963556,0.0,0.0,0.003656307129798903,0.0005321979776476849,0.0,0.0,0.0,0.0025974025974025974,56,228,427,246,1,0,248,17,1,194,761,550,243,2,591,981,5,43,22,3,125,2,0,157,27,47
68,0,0.05263157894736842,0.006737859140605135,0.0,0.05747126436781609,0.0004501509532463567,0.001078050884001725,0.0030156815440289505,0.012797074954296161,0.001951392584708178,0.25,0.02702702702702703,0.01020408163265306,0.006493506493506494,52,160,1160,87,1,3,490,2,1,76,658,1008,102,2,450,1043,4,343,19,2,221,3,10,196,28,448
69,0,0.0,0.0002542588354945334,0.0017736786094359701,0.022988505747126436,0.019810581994946883,0.06576110392410522,0.0006031363088057901,0.07861060329067641,0.04044704630122405,0.0,0.02702702702702703,0.0,0.03896103896103896,0,13,20,819,1,3,1156,2,1,367,517,679,423,2,246,244,7,139,123,1,1094,2,5,162,19,356
70,0,0.0,0.0003813882532418001,0.0004729809625162587,0.034482758620689655,0.001663687002260605,0.03967227253126348,0.00723763570566948,0.08409506398537477,0.009402164271775768,0.0,0.02702702702702703,0.0,0.003896103896103896,43,31,1109,301,7,6,163,17,1,550,491,1062,183,13,206,454,8,124,22,2,844,2,0,561,0,152
71,0,0.042105263157894736,0.0002542588354945334,0.010523826415986757,0.04597701149425287,0.0004787163310234778,0.001078050884001725,0.0024125452352231603,0.012797074954296161,0.0007095973035302466,0.25,0.02702702702702703,0.0,0.005194805194805195,0,131,191,1014,9,3,327,15,1,37,159,102,544,3,603,146,7,392,78,2,20,2,7,593,27,433
72,1,0.0,0.005212306127637935,0.00023649048125812936,0.011494252873563218,0.003292898548583305,0.00021561017680034498,0.010253317249698432,0.003656307129798903,0.00017739932588256165,0.0,0.02702702702702703,0.0,0.0012987012987012987,0,93,125,31,6,6,98,17,1,287,542,958,779,13,751,1158,8,65,123,1,469,3,1,152,19,356
73,0,0.0,0.0005085176709890668,0.00011824524062906468,0.022988505747126436,0.007915564683342938,0.03536006899525658,0.01085645355850422,0.02376599634369287,0.06510555259890012,0.0,0.05405405405405406,0.0,0.0025974025974025974,33,37,449,85,7,0,345,27,1,333,83,660,85,13,515,1129,4,285,120,0,579,2,0,532,28,401
74,0,0.0,0.0001271294177472667,0.0,0.0,0.07007382672635845,0.030616645105648987,0.0,0.012797074954296161,0.011176157530601383,0.0,0.0,0.0,0.0,43,74,1070,819,1,5,438,2,0,723,2,1078,668,9,398,621,0,387,123,1,1,2,1,162,19,356
75,1,0.0,0.0002542588354945334,0.0013006976469197116,0.034482758620689655,0.01594145082568717,0.02695127210004312,0.0012062726176115801,0.005484460694698354,0.01827213056590385,0.0,0.05405405405405406,0.0,0.003896103896103896,0,238,580,272,1,4,681,2,1,264,884,441,246,13,748,925,0,364,22,0,478,2,0,193,28,243
76,0,0.0,0.018052377320111872,0.00023649048125812936,0.022988505747126436,0.0,0.0,0.0,0.003656307129798903,0.0003547986517651233,0.0,0.0,0.0,0.0025974025974025974,27,51,839,677,1,3,633,19,0,194,872,764,345,2,630,743,2,214,123,1,784,3,0,479,19,356
77,0,0.021052631578947368,0.0002542588354945334,0.0,0.08045977011494253,0.0004363607708711948,0.007977576541612765,0.004221954161640531,0.062157221206581355,0.050026609898882385,0.25,0.10810810810810811,0.07142857142857142,0.00909090909090909,17,51,362,590,9,5,199,2,1,51,842,907,50,13,281,184,6,366,123,1,199,2,0,415,19,356
78,1,0.021052631578947368,0.0003813882532418001,0.0070947144377438804,0.8620689655172413,6.0085794634634045e-05,0.02608883139284174,0.031363088057901084,0.0712979890310786,0.04399503281887529,0.25,0.21621621621621623,0.01020408163265306,0.1,0,149,884,1037,11,3,306,2,1,390,707,202,412,3,575,198,6,72,191,2,691,2,7,174,18,149
79,0,0.010526315789473684,0.004576659038901601,0.00023649048125812936,0.48275862068965514,0.00032308427278950763,0.00948684777921518,0.00904704463208685,0.08957952468007313,0.010289160901188575,0.25,0.24324324324324326,0.0,0.05454545454545454,0,42,865,673,1,4,150,17,1,839,274,184,330,13,184,632,8,484,123,1,513,2,0,436,19,356
80,0,0.0,0.0002542588354945334,0.0,0.0,0.014695409346788611,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,74,1070,819,7,6,848,19,1,194,162,1078,207,9,398,621,1,387,123,1,1,2,1,162,19,356
81,0,0.0,0.0003813882532418001,0.0,0.011494252873563218,0.0199130233497338,0.014230271668822769,0.0006031363088057901,0.0018281535648994515,0.00017739932588256165,0.0,0.02702702702702703,0.0,0.0012987012987012987,33,174,1013,1015,11,5,446,2,1,519,864,757,633,9,73,1033,7,341,123,1,294,2,3,547,19,356
82,0,0.1368421052631579,0.0019069412662090005,0.009459619250325174,0.367816091954023,0.0003723349241293716,0.024795170332039672,0.00904704463208685,0.06764168190127971,0.010111761575306013,0.25,0.05405405405405406,0.0,0.06233766233766234,26,77,928,826,1,3,391,2,1,858,620,667,325,9,286,67,8,326,36,0,424,3,0,475,0,485
83,0,0.0,0.0002542588354945334,0.010760316897244885,0.04597701149425287,0.0002886088168516029,0.0474342388960759,0.021109770808202654,0.007312614259597806,0.011708355508249068,0.0,0.13513513513513514,0.01020408163265306,0.005194805194805195,0,91,100,343,11,3,692,11,1,851,320,818,429,3,670,276,3,404,22,2,1108,2,2,110,17,143
84,0,0.0,0.0001271294177472667,0.0,0.0,0.005569263653511818,0.0,0.0,0.007312614259597806,0.0026609898882384245,0.0,0.0,0.0,0.0,0,12,1121,799,9,5,361,5,1,388,876,806,697,2,185,947,4,188,39,2,636,2,0,296,18,522
85,0,0.0,0.006992117976099669,0.0,0.11494252873563218,0.00645183532552218,0.02112979732643381,0.020506634499396863,0.02010968921389397,0.061912364733014015,0.0,0.24324324324324326,0.0,0.012987012987012988,0,31,734,243,1,2,200,2,1,194,214,1113,459,2,38,296,8,521,22,3,5,2,0,102,0,123
86,1,0.06315789473684211,0.0001271294177472667,0.0011824524062906468,0.06896551724137931,0.0,0.0,0.00361881785283474,0.016453382084095063,0.0015965939329430547,0.25,0.02702702702702703,0.0,0.0,0,12,980,201,1,3,191,17,1,783,579,72,21,2,185,738,8,188,18,2,925,2,1,174,27,149
87,1,0.0,0.0002542588354945334,0.00011824524062906468,0.034482758620689655,0.0028575227907389074,0.0,0.0,0.005484460694698354,0.0015965939329430547,0.0,0.0,0.0,0.003896103896103896,0,115,934,838,1,4,158,5,1,356,20,22,583,2,560,1005,1,3,123,1,29,2,0,260,19,356
88,0,0.010526315789473684,0.0031782354436816675,0.00011824524062906468,0.16091954022988506,5.516072950064765e-05,0.003234152652005175,0.006031363088057901,0.06398537477148081,0.028561291467092426,0.25,0.05405405405405406,0.0,0.01948051948051948,56,51,839,677,1,4,857,2,1,305,456,764,475,2,606,743,8,520,123,1,784,2,0,479,19,356
