,id,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
19,1414462818261415092,14103100,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ca10a14f,ef726eae,1,0,19016,300,250,2162,2,39,100161,33
20,14346987035338281833,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,7fd82f88,7801e8d9,0f2161f8,a7023994,d92b4c77,1b13b020,1,0,23722,320,50,2716,3,47,-1,23
21,14548732956607692841,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,90adc3ef,8a4875bd,1,0,15703,320,50,1722,0,35,-1,79
22,14759062716880121646,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,79d324bc,16954458,1,0,23160,320,50,2667,0,47,-1,221
23,1496762178219125240,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3a8bddf8,5db079b5,1,2,22832,320,50,2647,2,39,100148,23
24,15183077083190915236,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,6a128a01,aad45b01,1,0,20980,320,50,2371,0,559,-1,46
25,15396083700023710926,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,a8fd084c,1b13b020,1,0,23161,320,50,2667,0,47,-1,221
26,15605537323318706570,14103100,1005,1,5ee41ff2,17d996e6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,03bc51f0,c17850cf,1,0,22683,320,50,2528,0,167,100075,221
27,15816420193712027897,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d5579327,8a4875bd,1,0,20345,300,250,2331,2,39,-1,23
28,16029570781582887743,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f2d4bab5,4ea23a13,1,0,22257,320,50,2545,0,431,-1,221
29,1623304391837460453,14103100,1005,1,cffc1324,bc63ea42,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,9c53ab5b,56f23684,1,2,15701,320,50,1722,0,35,-1,79
30,16441413228263673528,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0a0ddd52,cbb77256,1,0,22814,320,50,2647,2,39,100148,23
31,16645636996126843429,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ebfcfe9d,6ae7fb43,1,0,23723,320,50,2716,3,47,-1,23
32,16858008250448224217,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,a0f5f879,1,0,22676,320,50,2616,0,35,-1,51
33,17066907359477311454,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,e37e419c,d4897fef,1,0,15707,320,50,1722,0,35,-1,79
34,17289243112222484333,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,305eaf1d,2c1c31c6,0f2161f8,a99f214a,3d3c12d9,99e427c9,1,0,19743,320,50,2264,3,425,100000,61
35,17501907551795392401,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6c66ab1f,8a4875bd,1,0,15702,320,50,1722,0,35,100084,79
36,17707888050331707471,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,70ee5f62,1f0bc64f,1,3,23735,320,50,2676,0,299,100177,221
37,17914379204805491311,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,9a8fc8b1,3ad77b5e,e710234d,1,0,20634,320,50,2374,3,39,-1,23
38,18110473446244967896,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,bd4b5e47,5db079b5,1,2,23866,320,50,2736,0,33,-1,246
39,18313513181392706185,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,3a810ae3,ea3773e0,2891f384,1,0,21616,320,50,2482,3,167,-1,23
40,1923724712664900866,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,da451d26,1df52df3,1,0,22676,320,50,2616,0,35,100084,51
41,2123804330763118710,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,159db796,1f0bc64f,1,0,17264,320,50,1872,3,39,-1,23
42,233965913900769495,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,efb67587,2347f47a,f95efa07,a99f214a,b0335b55,72a9d9c2,1,0,377,320,50,112,3,1319,-1,15
43,2547708422234774357,14103100,1005,0,dcc019de,250469f8,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,2f3ff179,ecb851b2,1,0,22190,320,50,2556,3,167,100200,23
44,2758856574895691584,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,78762865,1aa0e912,1,0,22676,320,50,2616,0,35,-1,51
45,2975269970693008280,14103100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,61b60e6a,b6443086,1,0,17753,320,50,1993,2,1063,-1,33
46,3179751308744380148,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,e9739828,df32afa9,cef3e649,a99f214a,066d4178,0671f8e1,1,0,23903,320,50,2740,0,163,100013,17
47,3383164443077711199,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,83c72e58,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
48,3580490077908089847,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1db2820f,d787e91b,1,0,22676,320,50,2616,0,35,-1,51
49,3788178402231715887,14103100,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b980b8ba,8a4875bd,1,0,16208,320,50,1800,3,167,100075,23
50,4013696980697204385,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,5ce150b3,225078da,1,2,23738,320,50,2676,0,299,-1,221
51,4227622554484694929,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,f7e8747f,1b13b020,1,0,23160,320,50,2667,0,47,-1,221
52,4439916463525544329,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,2a6cdb68,d787e91b,1,0,22257,320,50,2545,0,431,100084,221
53,465114194428463007,14103100,1005,1,85f751fd,c4e18dd6,50e219e0,1dc72b4d,2347f47a,0f2161f8,df34ebfd,d48e8549,1dbe3bac,1,0,23709,300,50,2714,3,47,-1,23
54,4863091957086673157,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,441b8c74,96a79d43,1,0,21611,320,50,2480,3,299,100111,61
55,5076316132583733114,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,d64c2f3e,9b5ce758,1,0,21611,320,50,2480,3,299,100111,61
56,5275957580749857036,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,da90aa44,d9b5648e,0f2161f8,a99f214a,353684db,f4fffcd0,1,0,21706,320,50,2498,3,41,100111,61
57,5478391703467170171,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,0223c0ff,1f0bc64f,1,2,23737,320,50,2676,0,299,100176,221
58,56794245725838130,14103100,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,3e662616,977a2929,1,2,17614,320,50,1993,2,1063,-1,33
59,5890359461819064269,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,8986e968,36b67a2a,1,0,23866,320,50,2736,0,33,100171,246
60,6098619469188835690,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,b014e5bc,5096d134,1,0,23160,320,50,2667,0,47,-1,221
61,6305227310122267812,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,e70f6ca6,6250a72c,16954458,1,3,24008,320,50,2749,0,43,100176,221
62,6514731597580474653,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,5a6cd676,edead9f4,1,2,23738,320,50,2676,0,299,100176,221
63,6735686509073589774,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,42270951,a5bce124,1,0,22261,320,50,2545,0,431,100084,221
64,6954313061150216067,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,1693665c,81892725,1,0,23160,320,50,2667,0,47,-1,221
65,7151167383534553846,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c9b14d52,7abbbd5c,1,0,22813,320,50,2647,2,39,100148,23
66,735063242885440076,14103100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f653f87,8a4875bd,1,0,21893,320,50,2526,0,167,100081,221
67,7569272667997190525,14103100,1005,1,278f8f77,2344ad77,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,e13252da,47a346ac,1,0,17894,320,50,2039,2,39,100081,32
68,7787956918362546206,14103100,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d7edc719,9536c5da,1,0,17747,320,50,1974,2,39,-1,33
69,7982151432225138575,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,99b1894d,f186d2e8,1,3,23735,320,50,2676,0,299,100177,221
70,8186037392252797600,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,ae59792c,a8d2c4cf,1,0,23160,320,50,2667,0,47,-1,221
71,8402371228473475356,14103100,1005,1,17caea14,0dde25ec,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,099d1d05,1f0bc64f,1,0,23722,320,50,2716,3,47,-1,23
72,8617225743348041270,14103100,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ea74f526,de38939a,1,0,20251,320,50,2323,0,687,100081,48
73,883485167834997600,14103100,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,d7000b83,0eb711ec,1,0,17654,300,250,1994,2,39,-1,33
74,9044931017157521277,14103100,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,25103c91,c6263d8a,1,0,22676,320,50,2616,0,35,-1,51
75,925426049260893983,14103100,1002,0,61a8c644,c4e18dd6,50e219e0,ecad2386,7801e8d9,07d7df22,107658ef,16379a9c,8be947fd,0,0,21789,320,50,2512,2,291,-1,52
76,9467716218474517792,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,bff1ad02,aad45b01,1,0,20508,320,50,2351,3,163,-1,61
77,967416064387081667,14103100,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c864bae1,8a4875bd,1,0,21893,320,50,2526,0,167,100077,221
78,988996711373162603,14103100,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,21cbd43c,2319f641,1,2,23866,320,50,2736,0,33,100170,246
79,10087335174830537425,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,e2db6c6d,ad811d70,7abbbd5c,1,0,4687,320,50,423,2,39,100148,32
80,10289896984893515540,14103101,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5828e198,f558fae4,1,0,21893,320,50,2526,0,167,100074,221
81,10505127954062139917,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,c28c6e01,cb82c508,1,0,23866,320,50,2736,0,33,100172,246
82,10703507325267108635,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,1ca386a6,61761ee1,1,0,23723,320,50,2716,3,47,-1,23
83,10901112749793802397,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,2f174981,be6db1d7,1,0,23160,320,50,2667,0,47,-1,221
84,11098259553349185357,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,a188954f,b9654598,73b81bfd,1,0,17212,320,50,1887,3,39,100199,23
85,11302201692225340482,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,edf1fbfe,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
86,11503860084516554247,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,fb7c70a3,d9b5648e,0f2161f8,0da6da2e,a6268724,72a00661,1,0,23866,320,50,2736,0,33,100170,246
87,1170913120155612527,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,3c4b944d,2347f47a,0f2161f8,ed11b2ec,61ed2dfd,abbd6ad1,1,0,17212,320,50,1887,3,39,100194,23
88,11912706265039273921,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f75affdf,2203a096,1,0,22261,320,50,2545,0,431,100084,221
89,12115403813756267581,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,1f0bc64f,1,0,22257,320,50,2545,0,431,-1,221
90,12307216493134763408,14103101,1005,0,e3c09f3a,d262cf1e,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,31a04968,5096d134,1,0,23993,320,50,2748,0,35,100131,79
91,12512931321970133445,14103101,1005,1,85f751fd,c4e18dd6,50e219e0,cf0327f9,2347f47a,0f2161f8,7a6a0b37,d9a1622e,d1b0c050,1,0,22856,300,50,2645,3,35,-1,23
92,12714370976897529767,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,a9e66dfd,1ccc7835,1,3,23222,320,50,2676,0,299,100176,221
93,12915577916696080479,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,0b2d5c25,d4897fef,1,0,23161,320,50,2667,0,47,-1,221
94,13118508020310080845,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,d38f5e1c,36d749e5,1,0,22916,320,50,2617,0,35,-1,51
95,13327879616984390463,14103101,1005,0,26fa1946,e2a5dc06,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,11a4c75b,5db079b5,1,2,17239,320,50,1973,3,39,-1,23
96,13526009104170867362,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,786739dd,428bcb95,1,0,15706,320,50,1722,0,35,-1,79
97,1372749660703831867,14103101,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,91152abb,3d64834e,1,2,22815,320,50,2647,2,39,100148,23
98,13939911312221528991,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,354d82cd,2ea4f8ba,1,0,21611,320,50,2480,3,299,100111,61
99,14140410177296881221,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,179f7574,4ea23a13,1,0,22104,320,50,2545,0,431,100084,221
100,14336812639812745014,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,4c72b236,cc9aa7a0,1,0,23866,320,50,2736,0,33,-1,246
101,14533510731606960536,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,65f37f55,d9b5648e,0f2161f8,a99f214a,70dd3de2,72a00661,1,0,20508,320,50,2351,3,163,-1,61
102,14721774047784670978,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,55a5b90e,36c6b1de,1,2,23737,320,50,2676,0,299,-1,221
103,14912191554525733831,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,32f665d2,61761ee1,1,0,23725,320,50,2716,3,47,-1,23
104,15102362417225569690,14103101,1005,1,0a742914,510bd839,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ac4b3fa5,cb490192,1,0,21412,320,50,2467,2,167,100074,23
105,15296939137851627482,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,981c00fd,3bd9e8e7,1,0,22104,320,50,2545,0,431,-1,221
106,15498211188676827040,14103101,1005,1,85f751fd,c4e18dd6,50e219e0,06cfa6da,2347f47a,0f2161f8,a99f214a,6bdb4cb4,d787e91b,1,0,24000,320,50,2748,0,35,-1,79
107,15695020685740521085,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,7882e725,99e427c9,1,0,21611,320,50,2480,3,299,100111,61
108,15892989213082351973,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,7e7baafa,2347f47a,0f2161f8,a99f214a,0b6c795f,36c6b1de,1,0,23866,320,50,2736,0,33,-1,246
109,1609434203242297795,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,73c1faee,9b5ce758,1,0,21706,320,50,2498,3,41,100111,61
110,16288504949647812452,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,96462a59,b7e932e7,1,0,22916,320,50,2617,0,35,-1,51
111,16491341695393805854,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,f450d9ca,23885c9e,1,0,23141,320,50,2664,0,35,-1,51
112,16696826394783468951,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,c553dea3,54408210,1,2,23222,320,50,2676,0,299,100176,221
113,16904919937526333008,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,3808191e,7abbbd5c,1,0,23160,320,50,2667,0,47,-1,221
114,17104866547683717059,14103101,1002,0,c6af341d,19944fab,50e219e0,ecad2386,7801e8d9,07d7df22,3f69a6f8,675faebc,d9d47e05,0,0,21789,320,50,2512,2,291,100105,52
115,17297501943231966693,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,befdc646,1ccc7835,1,0,22257,320,50,2545,0,431,-1,221
116,17508449259301207662,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,60f85fd5,0eb711ec,1,0,20633,320,50,2374,3,39,-1,23
117,17718889708913286917,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,40307322,a0f5f879,1,0,22257,320,50,2545,0,431,100084,221
118,17908318546598193884,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,a851fd31,2e17e7b5,b7c5bc1f,1,0,22624,320,50,2374,3,39,-1,23
119,18112824028125138267,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,53de0284,d9b5648e,0f2161f8,a99f214a,2ecd5bdc,2ea4f8ba,1,0,21706,320,50,2498,3,41,100111,61
120,18322223023281999236,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,47dd38aa,1f0bc64f,1,3,23737,320,50,2676,0,299,100176,221
121,1915981602695500643,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,4d9974aa,7c0dcb56,1,0,23866,320,50,2736,0,33,100171,246
122,2116966654267892317,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,4bc1f259,542422a7,1,0,21611,320,50,2480,3,299,100111,61
123,2316669265518079573,14103101,1005,1,e59ef3fc,0a4015b2,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,fe1f6018,be74e6fe,1,0,22193,320,50,2556,3,167,-1,23
124,2519674560325752446,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,1c52ed17,8a4875bd,1,0,15706,320,50,1722,0,35,-1,79
125,2729689820864439306,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,373a5418,7eef184d,1,0,23141,320,50,2664,0,35,-1,51
126,2927824626651743294,14103101,1002,0,c6af341d,19944fab,50e219e0,ecad2386,7801e8d9,07d7df22,d62575b9,8bdb1907,2f23f7a2,0,0,21789,320,50,2512,2,291,100103,52
127,3125346504578453981,14103101,1012,0,c52338a7,c4e18dd6,dedf689d,ecad2386,7801e8d9,07d7df22,a99f214a,cdec1ad4,a8735f2a,1,0,23725,320,50,2716,3,47,-1,23
128,3328266291491046995,14103101,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,488a9a3e,1ccc7835,1,0,23141,320,50,2664,0,35,-1,51
129,3534873251356836624,14103101,1012,0,85f751fd,c4e18dd6,50e219e0,0443d75e,7801e8d9,07d7df22,a99f214a,c32204d0,da656fc6,1,2,15503,320,50,1694,3,35,-1,42
130,3725033985087569299,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,dff1b6f4,1f0bc64f,1,3,23739,320,50,2676,0,299,100176,221
131,3918986928803199850,14103101,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,431b3174,0fadd2fe,1,0,17614,320,50,1993,2,1063,-1,33
132,4120798195336087043,14103101,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7514e638,56f254f5,1,0,17654,300,250,1994,2,39,-1,33
133,4317618377212650654,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,ee49445d,d31a172e,1,3,23221,320,50,2676,0,299,100176,221
134,4517457034784030006,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,febd1138,82e27996,0f2161f8,a99f214a,9f16a0f2,2ea4f8ba,1,0,21611,320,50,2480,3,299,100111,61
135,4718891438051131439,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,98fed791,d9b5648e,0f2161f8,a99f214a,faeb865b,72a00661,1,0,20508,320,50,2351,3,163,-1,61
136,4911467376509974678,14103101,1005,0,85f751fd,c4e18dd6,50e219e0,685d1c4c,2347f47a,8ded1f7a,a99f214a,2fd0ada9,711ee120,1,3,24003,320,50,2749,0,43,100176,221
137,5099241215161196840,14103101,1005,0,89a490f5,ce307e01,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,eea91c9b,76dc4769,1,0,19950,320,50,1800,3,167,100077,23
